Date,High,Low
2025-08-01,150.921,147.292
2025-08-04,148.089,146.8665
2025-08-05,147.8365,146.6195
2025-08-06,147.8855,146.9775
2025-08-07,147.713,146.692
2025-08-08,147.906,146.722
2025-08-11,148.254,147.3515
2025-08-12,148.5205,147.579
2025-08-13,148.1715,147.0865
2025-08-14,147.9665,146.2165
2025-08-15,147.8875,146.739
2025-08-18,147.986,147.084
2025-08-19,148.115,147.443
2025-08-20,147.8165,146.8715
2025-08-21,148.4075,147.256
2025-08-22,148.778,146.574
2025-08-25,147.939,146.809
2025-08-26,147.91,146.989
2025-08-27,148.1855,147.2945
2025-08-28,147.4905,146.6595
2025-08-29,147.4105,146.764
2025-09-01,147.38,146.7865
2025-09-02,148.946,147.048
2025-09-03,149.137,147.8795
2025-09-04,148.779,147.791
2025-09-05,148.543,146.818
2025-09-08,148.5785,147.3405
2025-09-09,147.557,146.309
2025-09-10,147.6485,147.103
2025-09-11,148.1875,146.989
2025-09-12,148.076,147.1195
2025-09-15,147.805,147.232
2025-09-16,147.54,146.277
2025-09-17,147.05,145.483
2025-09-18,148.2685,146.7695
2025-09-19,148.284,147.195
2025-09-22,148.3785,147.6595
2025-09-23,147.9285,147.4625
2025-09-24,148.919,147.517
2025-09-25,149.9295,148.56
2025-09-26,149.9615,149.405
2025-09-29,149.5395,148.472
2025-09-30,148.85,147.651
2025-10-01,148.227,146.585
2025-10-02,147.516,146.601
2025-10-03,147.819,147.085
2025-10-06,150.4775,149.0505
2025-10-07,152.046,150.248
2025-10-08,153.0,151.741
2025-10-09,153.235,152.1095
2025-10-10,153.277,151.1415
2025-10-13,152.4525,151.723
2025-10-14,152.614,151.6055
2025-10-15,151.875,150.8995
2025-10-16,151.4005,150.2125
2025-10-17,150.6405,149.3765
2025-10-20,151.206,150.275
2025-10-21,152.1765,150.472
2025-10-22,152.046,151.4885
2025-10-23,152.7985,151.8215
2025-10-24,153.0635,152.2545
