Date,High,Low,High_5,Low_5,High_25,Low_25,High_75,Low_75
2023-10-18,149.939,149.484,149.843,149.2003,149.1373,148.3319,145.8615,144.7277
2023-10-19,149.963,149.667,149.8696,149.3429,149.2331,148.4379,145.9323,144.8092
2023-10-20,149.9935,149.6335,149.9022,149.3789,149.3147,148.5296,146.0095,144.91
2023-10-23,149.9915,149.556,149.9477,149.4149,149.3991,148.6095,146.1026,145.0204
2023-10-24,149.936,149.323,149.9646,149.5327,149.4796,148.6822,146.2156,145.1426
2023-10-25,150.32,149.7955,150.0408,149.595,149.5579,148.7751,146.3483,145.2978
2023-10-26,150.779,149.84,150.204,149.6296,149.6505,148.8758,146.5059,145.4566
2023-10-27,150.414,149.46,150.2881,149.5949,149.7302,148.954,146.6559,145.6196
2023-10-30,149.857,148.805,150.2612,149.4447,149.7659,148.9761,146.7952,145.7637
2023-10-31,151.73,149.028,150.62,149.3857,149.8676,148.989,146.9632,145.9149
2023-11-01,151.664,150.6615,150.8888,149.5589,149.9457,149.0609,147.1187,146.0735
2023-11-02,150.9475,149.843,150.9225,149.5595,150.0004,149.0887,147.258,146.2166
2023-11-03,150.5215,149.195,150.944,149.5065,150.0407,149.1155,147.3723,146.3426
2023-11-06,150.001,149.3585,150.9728,149.6172,150.0456,149.1128,147.4814,146.4575
2023-11-07,150.695,149.933,150.7658,149.7982,150.0669,149.2191,147.6007,146.5785
2023-11-08,151.0595,150.345,150.6449,149.7349,150.1365,149.2835,147.7324,146.7175
2023-11-09,151.389,150.7695,150.7332,149.9202,150.2273,149.3839,147.8666,146.8775
2023-11-10,151.604,151.22,150.9497,150.3252,150.3099,149.4983,148.0056,147.0529
2023-11-13,151.911,151.204,151.3317,150.6943,150.4166,149.609,148.1285,147.1931
2023-11-14,151.796,150.1555,151.5519,150.7388,150.5245,149.6887,148.2385,147.299
2023-11-15,151.414,150.043,151.6228,150.6784,150.6081,149.7535,148.3443,147.4032
2023-11-16,151.431,150.286,151.6312,150.5817,150.6721,149.8068,148.4448,147.5128
2023-11-17,150.777,149.1965,151.4658,150.177,150.71,149.7965,148.5493,147.6147
2023-11-20,149.9905,148.1025,151.0817,149.5567,150.719,149.7456,148.648,147.7026
2023-11-21,148.598,147.151,150.4421,148.9558,150.6689,149.6822,148.716,147.7659
2023-11-22,149.7525,148.0195,150.1098,148.5511,150.6614,149.6237,148.796,147.8328
2023-11-23,149.695,148.889,149.7626,148.2717,150.6507,149.5925,148.8611,147.9076
2023-11-24,149.7145,149.1985,149.5501,148.2721,150.6395,149.5751,148.9239,147.9713
2023-11-27,149.677,148.545,149.4874,148.3606,150.627,149.5347,148.9785,148.0232
2023-11-28,148.834,147.3225,149.5346,148.3949,150.5829,149.4547,149.018,148.0528
2023-11-29,147.911,146.671,149.1663,148.1252,150.4865,149.3297,149.0381,148.071
2023-11-30,148.5225,146.845,148.9318,147.7164,150.3963,149.2099,149.0642,148.0873
2023-12-01,148.348,146.6605,148.6585,147.2088,150.3136,149.0979,149.0972,148.1105
2023-12-04,147.4525,146.2285,148.2136,146.7455,150.2174,148.9949,149.1112,148.1249
2023-12-05,147.3935,146.559,147.9255,146.5928,150.044,148.8961,149.1243,148.1391
2023-12-06,147.5,146.8955,147.8433,146.6377,149.8774,148.7455,149.1459,148.1705
2023-12-07,147.3805,141.6085,147.6149,145.5904,149.7347,148.4161,149.1648,148.1306
2023-12-08,145.2225,142.4975,146.9898,144.7578,149.5228,148.1482,149.146,148.0876
2023-12-11,146.591,144.814,146.8175,144.4749,149.3864,147.9664,149.144,148.0681
2023-12-12,146.211,144.7295,146.581,144.109,149.207,147.7583,149.1284,148.0556
2023-12-13,145.9975,142.633,146.2805,143.2565,149.0045,147.4498,149.1212,148.0166
2023-12-14,143.118,140.9495,145.428,143.1247,148.6737,147.057,149.0797,147.9579
2023-12-15,142.468,141.429,144.8771,142.911,148.3083,146.6653,149.0287,147.9178
2023-12-18,143.1595,142.073,144.1908,142.3628,147.9582,146.3001,148.9842,147.8651
2023-12-19,144.9575,142.247,143.9401,141.8663,147.6847,145.9838,148.9462,147.8092
2023-12-20,144.1025,143.264,143.5611,141.9925,147.3922,145.7126,148.8967,147.7592
2023-12-21,143.7675,142.045,143.691,142.2116,147.0857,145.383,148.8419,147.6925
2023-12-22,142.666,141.863,143.7306,142.2984,146.7612,145.0896,148.7725,147.6295
2023-12-26,142.638,142.094,143.6263,142.3026,146.4671,144.8493,148.7106,147.5788
2023-12-27,142.849,141.5525,143.2046,142.1637,146.2372,144.6253,148.6521,147.5136
2023-12-28,141.887,140.2535,142.7615,141.5616,145.9225,144.3147,148.5738,147.4234
2023-12-29,141.916,140.795,142.3912,141.3116,145.6114,143.9909,148.4984,147.3404
2024-01-02,142.216,141.099,142.3012,141.1588,145.3114,143.667,148.4219,147.2572
2024-01-03,143.735,141.859,142.5206,141.1118,145.0738,143.3995,148.3666,147.1812
2024-01-04,144.852,142.8545,142.9212,141.3722,144.9145,143.2208,148.3257,147.1192
2024-01-05,145.98,143.807,143.7398,142.0829,144.8372,143.1062,148.2939,147.0703
2024-01-08,144.9225,143.6635,144.3411,142.6566,144.6932,142.979,148.2467,147.0216
2024-01-09,144.628,143.4235,144.8235,143.1215,144.5444,142.8495,148.1961,146.9671
2024-01-10,145.8365,144.319,145.2438,143.6135,144.4798,142.7731,148.1544,146.9147
2024-01-11,146.418,145.0,145.557,144.0426,144.4408,142.7108,148.1174,146.8653
2024-01-12,145.572,144.352,145.4754,144.1516,144.3637,142.609,148.0623,146.8051
2024-01-15,145.944,144.872,145.6797,144.3933,144.3062,142.7396,148.0138,146.7481
2024-01-16,147.319,145.585,146.2179,144.8256,144.3901,142.8631,147.9845,146.7089
2024-01-17,148.532,147.067,146.757,145.3752,144.4677,142.9532,147.9666,146.6775
2024-01-18,148.304,147.657,147.1342,145.9066,144.5514,143.0703,147.9418,146.6826
2024-01-19,148.805,147.839,147.7808,146.604,144.6637,143.2785,147.9349,146.6706
2024-01-22,148.306,147.614,148.2532,147.1524,144.8712,143.5451,147.9241,146.662
2024-01-23,148.7,146.9785,148.5294,147.4311,145.1205,143.7671,147.9129,146.6436
2024-01-24,148.4,146.6475,148.503,147.3472,145.3301,143.9501,147.9017,146.6197
2024-01-25,147.9485,147.082,148.4319,147.2322,145.4498,144.1435,147.8863,146.6053
2024-01-26,148.2125,147.4095,148.3134,147.1463,145.6142,144.3093,147.8715,146.5918
2024-01-29,148.339,147.2525,148.32,147.074,145.797,144.5176,147.8516,146.5691
2024-01-30,147.929,147.0985,148.1658,147.098,146.0076,144.727,147.8262,146.5377
2024-01-31,147.9015,146.0115,148.0661,146.9708,146.2181,144.8837,147.8014,146.4928
2024-02-01,147.224,145.8965,147.9212,146.7337,146.3931,145.0575,147.7664,146.455
2024-02-02,148.587,146.242,147.9961,146.5002,146.6611,145.297,147.7484,146.4118
2024-02-05,148.8945,148.266,148.1072,146.7029,146.9402,145.5958,147.7341,146.3931
2024-02-06,148.7885,147.818,148.2791,146.8468,147.2031,145.8646,147.718,146.3689
2024-02-07,148.261,147.618,148.351,147.1681,147.3842,146.095,147.695,146.3431
2024-02-08,149.4805,147.931,148.8023,147.575,147.5693,146.298,147.6889,146.3245
2024-02-09,149.5775,149.0085,149.0004,148.1283,147.7132,146.5061,147.679,146.314
2024-02-12,149.482,148.926,149.1179,148.2603,147.8956,146.7166,147.6617,146.3018
2024-02-13,150.888,149.219,149.5378,148.5405,148.146,146.9484,147.668,146.2986
2024-02-14,150.8245,150.3445,150.0505,149.0858,148.3455,147.1894,147.6809,146.3191
2024-02-15,150.63,149.5285,150.2804,149.4053,148.514,147.3706,147.6663,146.3258
2024-02-16,150.6475,149.8255,150.4944,149.5687,148.717,147.5895,147.6527,146.3147
2024-02-19,150.206,149.873,150.6392,149.7581,148.8875,147.7895,147.6428,146.3151
2024-02-20,150.441,149.685,150.5498,149.8513,149.0124,147.9535,147.6417,146.3216
2024-02-21,150.3945,149.853,150.4638,149.753,149.0869,148.065,147.647,146.3282
2024-02-22,150.691,150.018,150.476,149.8509,149.1824,148.1594,147.6469,146.3293
2024-02-23,150.77,150.292,150.5005,149.9442,149.261,148.2575,147.6431,146.3286
2024-02-26,150.8405,150.293,150.6274,150.0282,149.3623,148.3647,147.6358,146.3223
2024-02-27,150.725,150.0745,150.6842,150.1061,149.4433,148.4885,147.624,146.307
2024-02-28,150.847,150.372,150.7747,150.2099,149.5412,148.6375,147.6099,146.2959
2024-02-29,150.7135,149.208,150.7792,150.0479,149.6518,148.7226,147.5954,146.2833
2024-03-01,150.724,149.9045,150.77,149.9704,149.7523,148.8224,147.5862,146.2814
2024-03-04,150.571,149.8415,150.7161,149.8801,149.8416,148.9259,147.5748,146.2755
2024-03-05,150.5475,149.704,150.6806,149.806,149.9463,149.0301,147.5717,146.2823
2024-03-06,150.088,149.094,150.5288,149.5504,150.0338,149.1534,147.573,146.2955
2024-03-07,149.4515,147.582,150.2764,149.2252,150.1229,149.2209,147.5844,146.3012
2024-03-08,148.1225,146.479,149.7561,148.5401,150.1043,149.2303,147.5626,146.2807
2024-03-11,147.162,146.484,149.0743,147.8686,150.035,149.1591,147.5289,146.2486
2024-03-12,148.1865,146.622,148.6021,147.2522,150.0109,149.1112,147.5085,146.2143
2024-03-13,148.0495,147.233,148.1944,146.88,150.0024,149.0958,147.4868,146.1968
2024-03-14,148.3585,147.4325,147.9758,146.8501,149.9576,149.0759,147.4805,146.1982
2024-03-15,149.166,148.033,148.1845,147.1609,149.9411,149.0369,147.4972,146.2164
2024-03-18,149.334,148.9085,148.6189,147.6458,149.9352,149.0362,147.508,146.2439
2024-03-19,150.964,149.002,149.1744,148.1218,149.9382,149.0275,147.5429,146.2751
2024-03-20,151.821,150.719,149.9287,148.819,149.9781,149.0425,147.6011,146.335
2024-03-21,151.756,150.2655,150.6082,149.3856,150.0231,149.0719,147.6593,146.3844
2024-03-22,151.865,151.005,151.148,149.98,150.0718,149.1191,147.7175,146.4392
2024-03-25,151.5465,151.052,151.5905,150.4087,150.1254,149.1663,147.773,146.5651
2024-03-26,151.606,151.204,151.7189,150.8491,150.172,149.227,147.8582,146.6812
2024-03-27,151.974,151.026,151.7495,150.9105,150.2352,149.274,147.9299,146.764
2024-03-28,151.548,151.1495,151.7079,151.0873,150.2695,149.3192,148.0011,146.8496
2024-03-29,151.501,151.1755,151.6351,151.1214,150.2987,149.3546,148.0745,146.9635
2024-04-01,151.776,151.227,151.681,151.1564,150.3362,149.3919,148.1899,147.1006
2024-04-02,151.804,151.4635,151.7206,151.2083,150.3793,149.4475,148.3144,147.2344
2024-04-03,151.955,151.444,151.7168,151.2919,150.4236,149.4904,148.4317,147.3593
2024-04-04,151.7715,151.1205,151.7615,151.2861,150.466,149.5669,148.5225,147.4776
2024-04-05,151.7525,150.8105,151.8118,151.2131,150.5071,149.6031,148.6245,147.5782
2024-04-08,151.944,151.585,151.8454,151.2847,150.562,149.6728,148.7335,147.7054
2024-04-09,151.9375,151.572,151.8721,151.3064,150.6176,149.7476,148.8572,147.8349
2024-04-10,153.243,151.683,152.1297,151.3542,150.7438,149.8511,148.9986,147.9628
2024-04-11,153.32,152.7595,152.4394,151.682,150.8986,150.0582,149.1382,148.1122
2024-04-12,153.388,152.5905,152.7665,152.038,151.1092,150.3027,149.2915,148.2767
2024-04-15,154.448,152.9795,153.2673,152.3169,151.4006,150.5625,149.4586,148.4391
2024-04-16,154.7875,153.898,153.8373,152.7821,151.6647,150.8535,149.6262,148.6098
2024-04-17,154.736,154.1595,154.1359,153.2774,151.9321,151.1306,149.7729,148.7738
2024-04-18,154.68,153.954,154.4079,153.5163,152.185,151.3915,149.904,148.9218
2024-04-19,154.6755,153.59,154.6654,153.7162,152.4054,151.6137,150.0199,149.0522
2024-04-22,154.8525,154.471,154.7463,154.0145,152.6261,151.8362,150.1523,149.1963
2024-04-23,154.876,154.551,154.764,154.1451,152.7826,152.0582,150.2889,149.3447
2024-04-24,155.377,154.732,154.8922,154.2596,152.9248,152.2187,150.4161,149.4835
2024-04-25,155.7485,155.2005,155.1059,154.5089,153.0845,152.4161,150.5405,149.6195
2024-04-26,158.446,154.9675,155.86,154.7844,153.3478,152.5746,150.7122,149.7611
2024-04-29,160.2355,154.514,156.9366,154.793,153.6953,152.7131,150.9028,149.8896
2024-04-30,157.849,156.06,157.5312,155.0948,153.945,152.9073,151.0432,150.0293
2024-05-01,157.988,153.015,158.0534,154.7514,154.1856,152.9869,151.1692,150.1086
2024-05-02,156.288,153.059,158.1613,154.3231,154.3752,153.0633,151.2757,150.1806
2024-05-03,153.7995,151.858,157.232,153.7012,154.4671,153.0906,151.3423,150.2342
2024-05-06,154.0085,152.801,155.9866,153.3586,154.5564,153.1535,151.4183,150.3034
2024-05-07,154.749,153.863,155.3666,152.9192,154.6742,153.2495,151.499,150.3952
2024-05-08,155.686,154.574,154.9062,153.231,154.8235,153.3747,151.5961,150.5009
2024-05-09,155.954,155.154,154.8394,153.65,154.9908,153.5361,151.7029,150.6085
2024-05-10,155.9055,155.267,155.2606,154.3318,155.1569,153.7143,151.8054,150.7133
2024-05-13,156.253,155.5025,155.7095,154.8721,155.3293,153.871,151.9109,150.8233
2024-05-14,156.793,156.167,156.1183,155.3329,155.5235,154.0548,152.0291,150.9442
2024-05-15,156.5625,154.6915,156.2936,155.3564,155.6563,154.1752,152.1446,151.0599
2024-05-16,155.536,153.5995,156.21,155.0455,155.7449,154.2088,152.2554,151.1626
2024-05-17,155.981,155.2485,156.2251,155.0418,155.8486,154.3151,152.354,151.2827
2024-05-20,156.307,155.496,156.2359,155.0405,155.923,154.4157,152.4529,151.3791
2024-05-21,156.551,155.8425,156.1875,154.9756,155.9935,154.4935,152.5564,151.4861
2024-05-22,156.846,156.1175,156.2442,155.2608,156.0779,154.5718,152.6708,151.5994
2024-05-23,157.198,156.529,156.5766,155.8467,156.1786,154.6748,152.7737,151.7141
2024-05-24,157.1495,156.823,156.8103,156.1616,156.2776,154.8042,152.8747,151.8183
2024-05-27,157.014,156.664,156.9517,156.3952,156.3641,154.8919,152.9751,151.9214
2024-05-28,157.2015,156.5795,157.0818,156.5426,156.4571,154.973,153.0593,152.0196
2024-05-29,157.7115,156.8945,157.2549,156.698,156.5505,155.0595,153.1511,152.1069
2024-05-30,157.6735,156.3705,157.35,156.6663,156.6275,155.1063,153.245,152.1981
2024-05-31,157.365,156.5615,157.3931,156.614,156.5842,155.1701,153.3346,152.2879
2024-06-03,157.473,155.9495,157.4849,156.4711,156.4737,155.2275,153.4315,152.369
2024-06-04,156.487,154.5475,157.342,156.0647,156.4192,155.167,153.5121,152.4338
2024-06-05,156.4835,154.797,157.0964,155.6452,156.3591,155.2383,153.5933,152.4997
2024-06-06,156.448,155.3525,156.8513,155.4416,156.3655,155.33,153.6701,152.5708
2024-06-07,157.0765,155.121,156.7936,155.1535,156.4965,155.4605,153.7541,152.6352
2024-06-10,157.195,156.708,156.738,155.3052,156.624,155.6168,153.8389,152.7208
2024-06-11,157.405,156.807,156.9216,155.7571,156.7302,155.7346,153.9279,152.8105
2024-06-12,157.372,155.719,157.0993,155.9415,156.7977,155.7804,154.0149,152.8818
2024-06-13,157.312,156.583,157.2721,156.1876,156.852,155.8375,154.1029,152.9802
2024-06-14,158.2585,156.8005,157.5085,156.5235,156.9461,155.8989,154.2034,153.0721
2024-06-17,157.962,157.154,157.6619,156.6127,157.0145,155.9649,154.3019,153.1696
2024-06-18,158.2315,157.518,157.8272,156.7549,157.072,156.019,154.4044,153.2738
2024-06-19,158.136,157.6045,157.98,157.132,157.135,156.1355,154.5117,153.3873
2024-06-20,158.9395,157.923,158.3055,157.4,157.2711,156.3084,154.6382,153.5251
2024-06-21,159.838,158.666,158.6214,157.7731,157.4254,156.4451,154.7944,153.6876
2024-06-24,159.9345,158.733,159.0159,158.0889,157.5705,156.5746,154.9647,153.851
2024-06-25,159.7585,159.186,159.3213,158.4225,157.6988,156.7084,155.119,154.0185
2024-06-26,160.874,159.61,159.8689,158.8236,157.8599,156.8481,155.29,154.1835
2024-06-27,160.826,160.281,160.2462,159.2952,158.005,156.9981,155.4562,154.3548
2024-06-28,161.287,160.264,160.536,159.6148,158.1705,157.1358,155.6178,154.5179
2024-07-01,161.731,160.737,160.8953,160.0156,158.3592,157.2987,155.7831,154.6756
2024-07-02,161.746,161.2705,161.2928,160.4325,158.541,157.4863,155.9269,154.8392
2024-07-03,161.9515,160.768,161.5083,160.6641,158.7106,157.6413,156.062,154.9732
2024-07-04,161.676,160.9455,161.6783,160.797,158.8707,157.8243,156.1942,155.1156
2024-07-05,161.3975,160.332,161.7004,160.8106,159.032,157.9751,156.3213,155.2399
2024-07-08,161.119,160.261,161.578,160.7154,159.1778,158.1476,156.449,155.3627
2024-07-09,161.5205,160.733,161.5329,160.6079,159.3792,158.395,156.5811,155.4898
2024-07-10,161.807,161.264,161.504,160.7071,159.5921,158.6537,156.7123,155.6263
2024-07-11,161.76,157.4355,161.5208,160.0051,159.8046,158.737,156.8484,155.7101
2024-07-12,159.449,157.3635,161.1311,159.4114,159.8995,158.8267,156.9544,155.7926
2024-07-15,158.4235,157.1585,160.592,158.7909,159.9486,158.8447,157.043,155.8717
2024-07-16,158.857,158.0085,160.0593,158.246,160.0067,158.8928,157.1371,155.959
2024-07-17,158.628,156.054,159.4235,157.204,160.0569,158.9062,157.226,156.0204
2024-07-18,157.402,155.365,158.5519,156.7899,160.0605,158.8574,157.3011,156.077
2024-07-19,157.864,156.956,158.2349,156.7084,160.0448,158.8637,157.3826,156.159
2024-07-22,157.6155,156.285,158.0733,156.5337,160.0309,158.8289,157.4582,156.2216
2024-07-23,157.103,155.557,157.7225,156.0434,159.9858,158.7505,157.5271,156.2748
2024-07-24,155.9905,153.108,157.195,155.4542,159.8999,158.5706,157.5637,156.2938
2024-07-25,154.32,151.9405,156.5786,154.7693,159.7152,158.3313,157.5771,156.2828
2024-07-26,154.74,153.0925,155.9538,153.9966,159.5112,158.1084,157.5951,156.2895
2024-07-29,154.3555,153.015,155.3018,153.3426,159.2881,157.8796,157.5938,156.29
2024-07-30,155.2185,152.6445,154.9249,152.7601,159.1065,157.618,157.5996,156.2733
2024-07-31,153.9025,149.609,154.5073,152.0603,158.8276,157.2179,157.5885,156.2126
2024-08-01,150.8925,148.5115,153.8218,151.3745,158.4303,156.7472,157.538,156.14
2024-08-02,149.781,146.417,152.83,150.0394,157.97,156.1933,157.4727,156.0444
2024-08-05,146.5695,141.6865,151.2728,147.7737,157.3636,155.4313,157.3623,155.8739
2024-08-06,146.3735,143.626,149.5038,145.97,156.7487,154.7255,157.2489,155.7283
2024-08-07,147.9105,144.3005,148.3054,144.9083,156.187,154.0668,157.1494,155.5892
2024-08-08,147.5485,145.431,147.6366,144.2922,155.6219,153.4462,157.04,155.4589
2024-08-09,147.8225,146.266,147.2449,144.262,155.0789,152.8836,156.8984,155.3429
2024-08-12,148.2275,146.6465,147.5765,145.254,154.5633,152.339,156.7383,155.238
2024-08-13,147.9495,146.597,147.8917,145.8482,154.0204,151.7735,156.6063,155.1118
2024-08-14,147.5885,146.071,147.8273,146.2023,153.4517,151.1658,156.4676,155.0193
2024-08-15,149.4,147.055,148.1976,146.5271,152.9573,150.7506,156.3758,154.9392
2024-08-16,149.3525,147.5725,148.5036,146.7884,152.5534,150.359,156.3165,154.8821
2024-08-19,148.055,145.1875,148.4691,146.4966,152.1387,149.8801,156.2371,154.7805
2024-08-20,147.349,145.199,148.349,146.217,151.6784,149.3677,156.1384,154.665
2024-08-21,146.906,144.455,148.2125,145.8938,151.2095,148.9038,156.0214,154.5301
2024-08-22,146.529,144.8485,147.6383,145.4525,150.7746,148.4831,155.8957,154.3927
2024-08-23,146.482,144.047,147.0642,144.7474,150.3193,147.9668,155.7701,154.2431
2024-08-26,144.654,143.4465,146.384,144.3992,149.8008,147.4532,155.6154,154.0824
2024-08-27,145.1775,143.918,145.9497,144.143,149.3238,146.9877,155.4605,153.919
2024-08-28,145.042,143.6825,145.5769,143.9885,148.8859,146.6106,155.3069,153.7722
2024-08-29,145.557,144.221,145.3825,143.863,148.5354,146.3019,155.1739,153.6472
2024-08-30,146.25,144.653,145.3361,143.9842,148.1958,145.9643,155.0441,153.5059
2024-09-02,147.175,145.775,145.8403,144.4499,147.9085,145.6747,154.9224,153.3763
2024-09-03,147.2135,145.1315,146.2475,144.6926,147.5883,145.3742,154.7979,153.2335
2024-09-04,145.5625,143.7115,146.3516,144.6984,147.2547,145.1383,154.6474,153.0681
2024-09-05,144.2325,142.848,146.0867,144.4238,146.9883,144.9117,154.4745,152.8857
2024-09-06,144.07,141.7685,145.6507,143.8469,146.7599,144.7258,154.3002,152.6849
2024-09-09,143.8005,141.956,144.9758,143.0831,146.6491,144.7366,154.124,152.4888
2024-09-10,143.714,142.193,144.2759,142.4954,146.5428,144.6792,153.9441,152.297
2024-09-11,142.5485,140.709,143.6731,141.8949,146.3283,144.5356,153.742,152.0812
2024-09-12,143.047,141.727,143.436,141.6707,146.1482,144.3874,153.5469,151.886
2024-09-13,141.88,140.2825,142.998,141.3735,145.9105,144.1481,153.3405,151.6689
2024-09-16,140.919,139.5795,142.4217,140.8982,145.6182,143.8654,153.1198,151.4506
2024-09-17,142.467,140.323,142.1723,140.5242,145.3989,143.6144,152.9328,151.261
2024-09-18,142.715,140.441,142.2056,140.4706,145.2039,143.3892,152.7492,151.0696
2024-09-19,143.948,141.8825,142.3858,140.5017,144.9859,143.1823,152.5826,150.89
2024-09-20,144.497,141.7395,142.9092,140.7931,144.7916,142.949,152.4149,150.7116
2024-09-23,144.462,143.164,143.6178,141.51,144.6479,142.8681,152.2451,150.531
2024-09-24,144.684,143.113,144.0612,142.068,144.5413,142.7846,152.0755,150.3484
2024-09-25,144.845,142.8905,144.4872,142.5579,144.4589,142.7221,151.9084,150.1773
2024-09-26,145.2155,144.11,144.7407,143.0034,144.4063,142.6925,151.7472,150.011
2024-09-27,146.498,142.07,145.1409,143.0695,144.407,142.6134,151.5903,149.8146
2024-09-30,143.919,141.644,145.0323,142.7655,144.3776,142.5413,151.4031,149.6078
2024-10-01,144.531,142.971,145.0017,142.7371,144.3517,142.5035,151.2204,149.4139
2024-10-02,146.5205,143.4245,145.3368,142.8439,144.4109,142.4931,151.0656,149.2248
2024-10-03,147.2445,146.2845,145.7426,143.2788,144.4784,142.5757,150.9096,149.0696
2024-10-04,149.009,145.917,146.2448,144.0482,144.5887,142.6262,150.7652,148.8996
2024-10-07,149.1375,147.8415,147.2885,145.2877,144.6672,142.7089,150.6213,148.7544
2024-10-08,148.3815,147.344,148.0586,146.1623,144.7139,142.7974,150.4696,148.5965
2024-10-09,149.3665,148.01,148.6278,147.0794,144.8661,142.9693,150.3162,148.4418
2024-10-10,149.61,148.2535,149.1009,147.4732,145.0812,143.1856,150.1666,148.2815
2024-10-11,149.287,148.4045,149.1565,147.9707,145.2899,143.451,150.0066,148.1234
2024-10-14,149.9835,149.0745,149.3257,148.2173,145.5372,143.7357,149.85,147.9679
2024-10-15,149.8395,148.845,149.6173,148.5175,145.7822,144.0018,149.6912,147.8022
2024-10-16,149.809,148.86,149.7058,148.6875,146.0726,144.3279,149.5293,147.6434
2024-10-17,150.324,149.241,149.8486,148.885,146.3637,144.6284,149.378,147.4873
2024-10-18,150.2875,149.3655,150.0487,149.0772,146.7,144.9917,149.2298,147.3411
2024-10-21,150.887,149.0865,150.2294,149.0796,147.0987,145.372,149.0934,147.1921
2024-10-22,151.198,150.4935,150.5011,149.4093,147.448,145.7788,148.9558,147.0556
2024-10-23,153.191,151.0335,151.1775,149.844,147.867,146.2025,148.8409,146.9192
2024-10-24,152.8365,151.5515,151.68,150.3061,148.2226,146.5893,148.7219,146.8407
2024-10-25,152.3815,151.4485,152.0988,150.7227,148.5379,146.9777,148.6277,146.7619
2024-10-28,153.883,152.409,152.698,151.3872,148.9148,147.3475,148.5671,146.6986
2024-10-29,153.8675,152.7565,153.2319,151.8398,149.2821,147.7332,148.5006,146.6285
2024-10-30,153.5,152.78,153.2937,152.1891,149.6283,148.1288,148.4322,146.5849
2024-10-31,153.6275,151.833,153.4519,152.2454,149.9648,148.4377,148.3819,146.5378
2024-11-01,153.0945,151.7875,153.5945,152.3132,150.2287,148.8264,148.3183,146.4689
2024-11-04,152.5765,151.5345,153.3332,152.1383,150.575,149.222,148.2511,146.4055
2024-11-05,152.5455,151.3365,153.0688,151.8543,150.8955,149.5566,148.1904,146.3493
2024-11-06,154.7005,151.285,153.3089,151.5553,151.2227,149.8711,148.1732,146.3249
2024-11-07,154.7155,152.6925,153.5265,151.7272,151.5216,150.1274,148.1784,146.335
2024-11-08,153.37,152.1425,153.5816,151.7982,151.696,150.3764,148.1602,146.3223
2024-11-11,153.9545,152.66,153.8572,152.0233,151.8887,150.5691,148.1548,146.3176
2024-11-12,154.926,153.408,154.3333,152.4376,152.1505,150.8117,148.1509,146.3278
2024-11-13,155.6285,154.342,154.5189,153.049,152.401,151.065,148.1739,146.3909
2024-11-14,156.4215,155.345,154.8601,153.5795,152.6734,151.3486,148.2477,146.482
2024-11-15,156.751,153.861,155.5363,153.9232,152.972,151.5669,148.3406,146.5812
2024-11-18,155.36,153.8385,155.8174,154.1589,153.187,151.7575,148.4578,146.7433
2024-11-19,154.8,153.279,155.7922,154.1331,153.3855,151.9348,148.5701,146.872
2024-11-20,155.889,154.5315,155.8443,154.171,153.6287,152.1617,148.6765,147.0084
2024-11-21,155.544,153.9075,155.6688,153.8835,153.8375,152.3483,148.7831,147.1214
2024-11-22,155.029,153.967,155.3244,153.9047,154.0271,152.5324,148.8792,147.2241
2024-11-25,154.727,153.5485,155.1978,153.8467,154.1807,152.7109,148.9659,147.3161
2024-11-26,154.4925,152.986,155.1363,153.7881,154.3125,152.8106,149.0531,147.4013
2024-11-27,153.2335,150.455,154.6052,152.9728,154.3142,152.7874,149.1284,147.4597
2024-11-28,151.954,150.9185,153.8872,152.375,154.2789,152.7621,149.1624,147.5113
2024-11-29,151.558,149.471,153.193,151.4758,154.246,152.683,149.1918,147.5366
2024-12-02,150.7555,149.082,152.3987,150.5825,154.1209,152.5499,149.2279,147.5885
2024-12-03,150.239,148.6455,151.548,149.7144,153.9757,152.3855,149.2664,147.6344
2024-12-04,151.2335,149.4465,151.148,149.5127,153.8851,152.2522,149.3241,147.701
2024-12-05,150.78,149.655,150.9132,149.26,153.7712,152.165,149.3808,147.7651
2024-12-06,150.7005,149.364,150.7417,149.2386,153.6754,152.0681,149.437,147.836
2024-12-09,151.349,149.693,150.8604,149.3608,153.6263,151.9944,149.5263,147.9193
2024-12-10,152.182,150.8965,151.249,149.811,153.6118,151.9768,149.6197,148.0123
2024-12-11,152.8725,151.003,151.5768,150.1223,153.5386,151.9656,149.7241,148.1099
2024-12-12,152.776,151.8,151.976,150.5513,153.4611,151.9299,149.8203,148.211
2024-12-13,153.8025,152.4545,152.5964,151.1694,153.4784,151.9423,149.921,148.315
2024-12-16,154.479,153.3275,153.2224,151.8963,153.4993,151.969,150.0184,148.4157
2024-12-17,154.346,153.161,153.6552,152.3492,153.4761,151.9592,150.1135,148.5228
2024-12-18,154.779,153.3355,154.0365,152.8157,153.4422,151.9189,150.2364,148.6511
2024-12-19,157.809,154.4375,155.0431,153.3432,153.4977,151.8826,150.4174,148.8056
2024-12-20,157.9285,155.9545,155.8683,154.0432,153.5448,151.9663,150.6022,148.9947
2024-12-23,157.271,156.3385,156.4267,154.6454,153.6212,152.0663,150.7818,149.1865
2024-12-24,157.3945,156.891,157.0364,155.3914,153.725,152.2108,150.9642,149.3825
2024-12-26,158.088,157.071,157.6982,156.1385,153.8129,152.3124,151.1714,149.6006
