Date,High,Low,High_5,Low_5,High_25,Low_25,High_75,Low_75
2024-12-27,158.042,157.353,157.7448,156.7216,153.9129,152.4502,151.3713,149.809
2024-12-30,158.0755,156.6705,157.7742,156.8648,154.0347,152.5584,151.5873,150.0275
2024-12-31,157.552,156.0215,157.8304,156.8014,154.1477,152.6573,151.8091,150.2467
2025-01-02,157.852,156.438,157.9219,156.7108,154.2821,152.7954,152.0142,150.4616
2025-01-03,157.6355,156.876,157.8314,156.6718,154.4582,153.0522,152.2131,150.6807
2025-01-06,157.9625,156.24,157.8155,156.4492,154.6985,153.2651,152.4,150.8722
2025-01-07,158.428,157.366,157.886,156.5883,154.9733,153.5809,152.5857,151.0805
2025-01-08,158.553,157.8725,158.0862,156.9585,155.2852,153.9325,152.7736,151.2766
2025-01-09,158.4365,157.5755,158.2031,157.186,155.6131,154.2897,152.957,151.4695
2025-01-10,158.882,157.228,158.4524,157.2564,155.9191,154.6009,153.1441,151.6606
2025-01-13,157.9685,156.914,158.4536,157.3912,156.2066,154.8913,153.3142,151.8313
2025-01-14,158.1985,157.0565,158.4077,157.3293,156.5065,155.199,153.4702,152.0312
2025-01-15,158.085,155.9375,158.3141,156.9423,156.776,155.4488,153.6591,152.2217
2025-01-16,156.556,155.103,157.938,156.4478,156.9509,155.617,153.8194,152.3835
2025-01-17,156.374,154.979,157.4364,155.998,157.091,155.7761,153.9508,152.5376
2025-01-20,156.586,155.4115,157.1599,155.6975,157.2434,155.9205,154.0753,152.6593
2025-01-21,156.2385,154.7725,156.7679,155.2407,157.3408,156.0133,154.1717,152.7773
2025-01-22,156.711,155.3555,156.4931,155.1243,157.4301,156.0944,154.2727,152.8775
2025-01-23,156.7555,155.7445,156.533,155.2526,157.5265,156.1977,154.3844,152.9895
2025-01-24,156.577,154.842,156.5736,155.2252,157.5984,156.258,154.4805,153.0806
2025-01-27,156.25,153.714,156.5064,154.8857,157.536,156.229,154.569,153.1534
2025-01-28,155.98,154.4615,156.4547,154.8235,157.4581,156.1693,154.6583,153.2342
2025-01-29,155.791,154.94,156.2707,154.7404,157.3989,156.1134,154.7357,153.3124
2025-01-30,155.3795,153.79,155.9955,154.3495,157.3183,155.9893,154.8096,153.3783
2025-01-31,155.223,153.9175,155.7247,154.1646,157.2037,155.8632,154.8818,153.4458
2025-02-03,155.888,154.012,155.6523,154.2242,157.1175,155.7296,154.956,153.5094
2025-02-04,155.527,154.1745,155.5617,154.1668,157.0156,155.6297,155.0258,153.5735
2025-02-05,154.464,152.1135,155.2963,153.6015,156.8921,155.4734,155.0735,153.6139
2025-02-06,152.8995,151.2385,154.8003,153.0912,156.694,155.2654,155.0962,153.6238
2025-02-07,152.431,150.93,154.2419,152.4937,156.4858,155.0276,155.0861,153.6224
2025-02-10,152.5395,151.1945,153.5722,151.9302,156.2689,154.8258,155.0821,153.6176
2025-02-11,152.6085,151.649,152.9885,151.4251,156.0361,154.5971,155.0851,153.6203
2025-02-12,154.804,152.3895,153.0565,151.4803,155.8861,154.3778,155.0974,153.6201
2025-02-13,154.6705,152.7015,153.4107,151.7729,155.7355,154.1828,155.1081,153.6193
2025-02-14,153.156,152.022,153.5557,151.9913,155.5065,153.9746,155.1035,153.6092
2025-02-17,152.3945,151.3395,153.5267,152.0203,155.2835,153.7516,155.0871,153.6026
2025-02-18,152.226,151.234,153.4502,151.9373,155.0446,153.5187,155.0755,153.5953
2025-02-19,152.316,151.244,152.9526,151.7082,154.8138,153.3309,155.072,153.5914
2025-02-20,151.526,149.3975,152.3237,151.0474,154.6126,153.1027,155.0584,153.5655
2025-02-21,150.739,148.9235,151.8403,150.4277,154.3872,152.8605,155.0056,153.534
2025-02-24,149.876,148.845,151.3366,149.9288,154.1188,152.5978,154.9411,153.4827
2025-02-25,150.303,148.5605,150.952,149.3941,153.8814,152.3494,154.9002,153.435
2025-02-26,149.888,148.622,150.4664,148.8697,153.6085,152.08,154.846,153.3811
2025-02-27,150.166,148.7465,150.1944,148.7395,153.3449,151.8001,154.7825,153.319
2025-02-28,150.99,149.1005,150.2446,148.7749,153.1214,151.5704,154.7207,153.2491
2025-03-03,151.305,149.101,150.5304,148.8261,152.9236,151.3859,154.6524,153.1659
2025-03-04,149.6455,148.0955,150.3989,148.7331,152.6703,151.1313,154.5577,153.089
2025-03-05,150.187,148.3975,150.4587,148.6882,152.4461,150.8696,154.4887,153.0164
2025-03-06,149.337,147.313,150.2929,148.4015,152.2044,150.6105,154.4159,152.9369
2025-03-07,148.205,146.944,149.7359,147.9702,151.9237,150.3316,154.3134,152.8357
2025-03-10,147.9615,146.628,149.0672,147.4756,151.6066,150.0362,154.2123,152.7387
2025-03-11,148.123,146.542,148.7627,147.1649,151.3105,149.7309,154.1203,152.6397
2025-03-12,149.1985,147.6765,148.565,147.0207,151.0998,149.5534,154.0465,152.5614
2025-03-13,148.375,147.4125,148.3726,147.0406,150.9189,149.4004,153.965,152.4871
2025-03-14,149.024,147.7465,148.5364,147.2011,150.7826,149.273,153.9089,152.4509
2025-03-17,149.2845,148.247,148.801,147.5249,150.6524,149.1551,153.8733,152.4153
2025-03-18,149.937,149.099,149.1638,148.0363,150.5455,149.0531,153.8516,152.4104
2025-03-19,150.1485,148.608,149.3538,148.2226,150.3593,148.9019,153.8436,152.404
2025-03-20,148.963,148.1745,149.4714,148.375,150.131,148.7208,153.8265,152.3978
2025-03-21,149.667,148.587,149.6,148.5431,149.9914,148.5834,153.8057,152.3863
2025-03-24,150.757,149.363,149.8945,148.7663,149.9259,148.5043,153.8053,152.3824
2025-03-25,150.944,149.5505,150.0959,148.8566,149.8747,148.437,153.8086,152.3849
2025-03-26,150.7465,149.8415,150.2155,149.1033,149.8119,148.3809,153.8006,152.3869
2025-03-27,151.1575,150.0605,150.6544,149.4805,149.7971,148.4074,153.7869,152.3757
2025-03-28,151.212,149.684,150.9634,149.6999,149.8161,148.4378,153.7648,152.3581
2025-03-31,150.268,148.702,150.8656,149.5677,149.8317,148.4321,153.7313,152.3168
2025-04-01,150.1435,148.9755,150.7055,149.4527,149.8254,148.4487,153.6825,152.2704
2025-04-02,150.4925,149.1015,150.6547,149.3047,149.8495,148.4679,153.6294,152.2141
2025-04-03,149.142,145.1855,150.2516,148.3297,149.8086,148.3255,153.56,152.1078
2025-04-04,147.4355,144.553,149.4963,147.3035,149.6664,148.1436,153.4621,151.9907
2025-04-07,148.151,144.821,149.0729,146.5273,149.5402,147.9724,153.3333,151.8624
2025-04-08,148.124,145.966,148.669,145.9254,149.4794,147.8872,153.2026,151.7293
2025-04-09,148.2845,143.9915,148.2274,144.9034,149.4033,147.7109,153.0828,151.5646
2025-04-10,147.8855,144.0085,147.9761,144.668,149.3452,147.5788,152.956,151.3929
2025-04-11,144.653,142.0505,147.4196,144.1675,149.2031,147.383,152.7768,151.1926
2025-04-14,144.085,142.2315,146.6064,143.6496,149.0481,147.2072,152.5907,150.991
2025-04-15,143.596,142.597,145.7008,142.9758,148.867,147.0494,152.3977,150.8033
2025-04-16,143.2855,141.639,144.701,142.5053,148.6305,146.8079,152.2075,150.6116
2025-04-17,143.092,141.6145,143.7423,142.0265,148.4192,146.5759,152.0107,150.4139
2025-04-18,142.529,142.116,143.3175,142.0396,148.1594,146.3507,151.8092,150.2171
2025-04-21,141.5975,140.472,142.82,141.6877,147.8519,146.0397,151.591,150.0069
2025-04-22,141.671,139.887,142.435,141.1457,147.5212,145.6712,151.3676,149.7738
2025-04-23,143.5765,141.4865,142.4932,141.1152,147.2584,145.3864,151.1679,149.5553
2025-04-24,143.4095,142.279,142.5567,141.2481,147.0362,145.1506,150.9676,149.3514
2025-04-25,144.0335,142.6015,142.8576,141.3452,146.8109,144.9111,150.7696,149.1564
2025-04-28,143.8965,141.985,143.3174,141.6478,146.5365,144.616,150.582,148.9573
2025-04-29,142.76,141.9685,143.5352,142.0641,146.2091,144.3127,150.3761,148.7561
2025-04-30,143.196,142.164,143.4591,142.1996,145.9071,144.0056,150.1776,148.5725
2025-05-01,145.736,142.8785,143.9244,142.3195,145.6902,143.7184,150.0333,148.4095
2025-05-02,145.9275,143.729,144.3032,142.545,145.4788,143.4802,149.894,148.2595
2025-05-05,144.995,143.541,144.5229,142.8562,145.2679,143.2737,149.7395,148.1012
2025-05-06,144.277,142.3555,144.8263,142.9336,145.0333,143.0089,149.58,147.9357
2025-05-07,144.003,142.417,144.9877,142.9842,144.7737,142.7415,149.4106,147.7632
2025-05-08,146.179,143.448,145.0763,143.0981,144.6552,142.672,149.2696,147.5992
2025-05-09,146.189,144.8265,145.1286,143.3176,144.6053,142.683,149.131,147.4657
2025-05-12,148.653,145.7025,145.8602,143.7499,144.6254,142.7182,149.0298,147.3588
2025-05-13,148.4675,147.375,146.6983,144.7538,144.6391,142.7746,148.9296,147.2644
2025-05-14,147.6745,145.6025,147.4326,145.3909,144.6147,142.839,148.8214,147.1399
2025-05-15,146.7565,145.4135,147.5481,145.784,144.5696,142.8952,148.7064,147.0282
2025-05-16,146.1025,144.9215,147.5308,145.803,144.6275,143.0101,148.5848,146.9082
2025-05-19,145.474,144.661,146.895,145.5947,144.6831,143.1073,148.4459,146.7835
2025-05-20,145.514,144.091,146.3043,144.9379,144.7598,143.167,148.3124,146.6491
2025-05-21,144.6095,143.2835,145.6913,144.4741,144.8128,143.2328,148.181,146.5314
2025-05-22,144.4075,142.804,145.2215,143.9522,144.8654,143.2804,148.0678,146.4189
2025-05-23,144.123,142.423,144.8256,143.4525,144.9292,143.2927,147.957,146.3055
2025-05-26,143.086,142.2255,144.348,142.9654,144.9887,143.3628,147.831,146.1859
2025-05-27,144.464,142.111,144.138,142.5694,145.1004,143.4518,147.7224,146.0587
2025-05-28,145.08,143.8515,144.2321,142.683,145.1606,143.5464,147.5927,145.9449
2025-05-29,146.2875,143.9615,144.6081,142.9145,145.2757,143.6137,147.481,145.8283
2025-05-30,144.4475,143.4395,144.673,143.1178,145.2922,143.6472,147.3649,145.7139
2025-06-02,143.989,142.541,144.8536,143.1809,145.2959,143.6694,147.2528,145.5966
2025-06-03,144.112,142.3785,144.7832,143.2344,145.35,143.6858,147.1446,145.4785
2025-06-04,144.3965,142.6055,144.6465,142.9852,145.398,143.7035,147.039,145.3633
2025-06-05,143.9805,142.533,144.1851,142.6995,145.3278,143.6897,146.9384,145.2718
2025-06-06,145.091,143.4505,144.3138,142.7017,145.2944,143.6785,146.8631,145.1988
2025-06-09,144.9535,143.976,144.5067,142.9887,145.2927,143.6959,146.7975,145.1339
2025-06-10,145.2895,144.402,144.7422,143.3934,145.3332,143.7778,146.7306,145.0785
2025-06-11,145.4665,144.3235,144.9562,143.737,145.3917,143.854,146.6717,145.0212
2025-06-12,144.5655,143.1845,145.0732,143.8673,145.3272,143.8435,146.597,144.947
2025-06-13,144.4845,142.794,144.9519,143.736,145.259,143.7622,146.5102,144.8629
2025-06-16,144.878,143.65,144.9368,143.6708,145.108,143.6801,146.4245,144.7902
2025-06-17,145.3825,144.393,144.9554,143.669,144.9846,143.5608,146.3677,144.7409
2025-06-18,145.444,144.3295,144.9509,143.6702,144.8954,143.5099,146.3045,144.6866
2025-06-19,145.7715,144.735,145.1921,143.9803,144.856,143.4828,146.2569,144.6523
2025-06-20,146.217,145.122,145.5386,144.4459,144.8606,143.4908,146.2304,144.628
2025-06-23,148.0325,146.013,146.1695,144.9185,144.9629,143.5449,146.2314,144.6198
2025-06-24,146.1925,144.513,146.3315,144.9425,144.9901,143.5617,146.2056,144.5927
2025-06-25,145.9525,144.609,146.4332,144.9984,145.0438,143.6148,146.1623,144.5518
2025-06-26,145.267,143.753,146.3323,144.802,145.0782,143.6527,146.1209,144.503
2025-06-27,144.949,144.178,146.0787,144.6132,145.1112,143.7229,146.0666,144.4554
2025-06-30,144.766,143.7805,145.4254,144.1667,145.1784,143.7851,146.0063,144.3959
2025-07-01,144.083,142.6835,145.0035,143.8008,145.1632,143.808,145.9283,144.3103
2025-07-02,144.247,143.319,144.6624,143.5428,145.1298,143.7867,145.8496,144.2398
2025-07-03,145.238,143.447,144.6566,143.4816,145.0879,143.7661,145.7999,144.1768
2025-07-04,144.9815,144.184,144.6631,143.4828,145.1092,143.7959,145.7374,144.1181
2025-07-07,146.2415,144.2255,144.9582,143.5718,145.1993,143.8633,145.6772,144.0496
2025-07-08,146.9775,145.831,145.5371,144.2013,145.3139,144.0014,145.6244,144.0
2025-07-09,147.184,146.249,146.1245,144.7873,145.4254,144.1471,145.5769,143.9521
2025-07-10,146.789,145.756,146.4347,145.2491,145.5378,144.2761,145.5186,143.8947
2025-07-11,147.5235,146.1315,146.9431,145.6386,145.6351,144.3833,145.4694,143.8473
2025-07-14,147.7825,146.8495,147.2513,146.1634,145.7482,144.4982,145.4363,143.8226
2025-07-15,149.0225,147.552,147.6603,146.5076,145.8976,144.6242,145.4213,143.8036
2025-07-16,149.1865,146.9105,148.0608,146.6399,146.0464,144.7277,145.4039,143.7744
2025-07-17,149.0915,147.728,148.5213,147.0343,146.2274,144.9095,145.4033,143.8083
2025-07-18,148.8855,148.186,148.7937,147.4452,146.4034,145.1251,145.4226,143.8568
2025-07-21,148.667,147.082,148.9706,147.4917,146.555,145.2624,145.4295,143.8869
2025-07-22,147.9485,146.306,148.7558,147.2425,146.6576,145.3389,145.4271,143.8915
2025-07-23,147.2155,146.108,148.3616,147.082,146.7285,145.4101,145.4129,143.9197
2025-07-24,147.027,145.8555,147.9487,146.7075,146.7787,145.4549,145.4014,143.9443
2025-07-25,147.943,146.811,147.7602,146.4325,146.8478,145.5225,145.4453,144.0078
2025-07-28,148.579,147.5165,147.7426,146.5194,146.8696,145.5826,145.5052,144.0782
2025-07-29,148.8095,148.1585,147.9148,146.8899,146.9743,145.7284,145.5747,144.1524
2025-07-30,149.538,147.803,148.3793,147.2289,147.1177,145.8562,145.6581,144.2346
2025-07-31,150.841,148.5885,149.1421,147.7755,147.3407,146.0496,145.7614,144.3276
2025-08-01,150.921,147.292,149.7377,147.8717,147.5796,146.1742,145.8733,144.3966
2025-08-04,148.089,146.8665,149.6397,147.7417,147.7125,146.2976,145.9599,144.4818
2025-08-05,147.8365,146.6195,149.4451,147.4339,147.8626,146.455,146.0421,144.5716
2025-08-06,147.8855,146.9775,149.1146,147.2688,148.0082,146.6014,146.0995,144.6448
2025-08-07,147.713,146.692,148.489,146.8895,148.1072,146.7312,146.1569,144.7037
2025-08-08,147.906,146.722,147.886,146.7755,148.2241,146.8327,146.2085,144.7586
2025-08-11,148.254,147.3515,147.919,146.8725,148.3046,146.9577,146.2666,144.8302
2025-08-12,148.5205,147.579,148.0558,147.0644,148.3664,147.0277,146.3434,144.905
2025-08-13,148.1715,147.0865,148.113,147.0862,148.4059,147.0612,146.4098,144.9706
2025-08-14,147.9665,146.2165,148.1637,146.9911,148.453,147.0796,146.4395,145.0151
2025-08-15,147.8875,146.739,148.16,146.9945,148.4675,147.1039,146.4657,145.0552
2025-08-18,147.986,147.084,148.1064,146.941,148.4757,147.1133,146.5055,145.1025
2025-08-19,148.115,147.443,148.0253,146.9138,148.4394,147.1089,146.5567,145.1703
2025-08-20,147.8165,146.8715,147.9543,146.8708,148.3846,147.1073,146.6076,145.2297
2025-08-21,148.4075,147.256,148.0425,147.0787,148.3572,147.0885,146.6373,145.2805
2025-08-22,148.778,146.574,148.2206,147.0457,148.3529,147.024,146.6718,145.3038
2025-08-25,147.939,146.809,148.2112,146.9907,148.3238,147.0131,146.6623,145.3185
2025-08-26,147.91,146.989,148.1702,146.8999,148.3222,147.0404,146.6548,145.3134
2025-08-27,148.1855,147.2945,148.244,146.9845,148.361,147.0878,146.6616,145.3359
2025-08-28,147.4905,146.6595,148.0606,146.8652,148.3796,147.12,146.6714,145.3526
2025-08-29,147.4105,146.764,147.7871,146.9032,148.3583,147.1181,146.6889,145.3771
2025-09-01,147.38,146.7865,147.6753,146.8987,148.3103,147.0889,146.7143,145.4055
2025-09-02,148.946,147.048,147.8825,146.9105,148.3158,147.0445,146.76,145.4449
2025-09-03,149.137,147.8795,148.0728,147.0275,148.2997,147.0476,146.8204,145.5062
2025-09-04,148.779,147.791,148.3305,147.2538,148.2173,147.0157,146.8787,145.5727
2025-09-05,148.543,146.818,148.557,147.2646,148.1221,146.9967,146.9376,145.6313
2025-09-08,148.5785,147.3405,148.7967,147.3754,148.1417,147.0157,147.0109,145.6995
2025-09-09,147.557,146.309,148.5189,147.2276,148.1305,147.0032,147.0521,145.7554
2025-09-10,147.6485,147.103,148.2212,147.0723,148.1211,147.0083,147.0864,145.7988
2025-09-11,148.1875,146.989,148.1029,146.9119,148.14,147.0201,147.1117,145.8392
2025-09-12,148.076,147.1195,148.0095,146.9722,148.1468,147.036,147.1601,145.8882
2025-09-15,147.805,147.232,147.8548,146.9505,148.1289,147.0313,147.2109,145.9508
2025-09-16,147.54,146.277,147.8514,146.9441,148.0897,146.9792,147.2567,146.0027
2025-09-17,147.05,145.483,147.7317,146.6201,148.0448,146.915,147.292,146.0411
2025-09-18,148.2685,146.7695,147.7479,146.5762,148.0569,146.9372,147.3492,146.0976
2025-09-19,148.284,147.195,147.7895,146.5913,148.0727,146.9554,147.3918,146.1475
2025-09-22,148.3785,147.6595,147.9042,146.6768,148.0884,146.9784,147.4374,146.1966
2025-09-23,147.9285,147.4625,147.9819,146.9139,148.081,146.9792,147.4726,146.2374
2025-09-24,148.919,147.517,148.3557,147.3207,148.1251,147.005,147.5187,146.28
2025-09-25,149.9295,148.56,148.6879,147.6788,148.186,147.0572,147.5902,146.3517
2025-09-26,149.9615,149.405,149.0234,148.1208,148.2333,147.1704,147.6632,146.4398
2025-09-29,149.5395,148.472,149.2556,148.2833,148.2973,147.2369,147.7254,146.5041
2025-09-30,148.85,147.651,149.4399,148.321,148.3349,147.2634,147.7716,146.5476
2025-10-01,148.227,146.585,149.3015,148.1346,148.3366,147.235,147.8087,146.5777
2025-10-02,147.516,146.601,148.8188,147.7428,148.3376,147.2327,147.832,146.6025
2025-10-03,147.819,147.085,148.3903,147.2788,148.3539,147.2455,147.8533,146.6287
2025-10-06,150.4775,149.0505,148.5779,147.3945,148.4778,147.3361,147.8859,146.6692
2025-10-07,152.046,150.248,149.2171,147.9139,148.6018,147.4641,147.964,146.7457
2025-10-08,153.0,151.741,150.1717,148.9451,148.7564,147.6186,148.0579,146.8408
2025-10-09,153.235,152.1095,151.3155,150.0468,148.9346,147.7913,148.1642,146.9522
2025-10-10,153.277,151.1415,152.4071,150.8581,149.124,147.9642,148.2752,147.045
2025-10-13,152.4525,151.723,152.8021,151.3926,149.2789,148.1395,148.3777,147.1509
2025-10-14,152.614,151.6055,152.9157,151.6641,149.4812,148.3514,148.4915,147.2699
2025-10-15,151.875,150.8995,152.6907,151.4958,149.6503,148.5033,148.5932,147.371
2025-10-16,151.4005,150.2125,152.3238,151.1164,149.7788,148.6322,148.6753,147.4612
2025-10-17,150.6405,149.3765,151.7965,150.7634,149.8814,148.7225,148.7508,147.5304
2025-10-20,151.206,150.275,151.5472,150.4738,150.0174,148.8442,148.817,147.6111
2025-10-21,152.1765,150.472,151.4597,150.2471,150.2029,149.012,148.8863,147.6729
2025-10-22,152.046,151.4885,151.4939,150.3649,150.4027,149.2522,148.9511,147.7428
2025-10-23,152.7985,151.8215,151.7735,150.6867,150.5839,149.4543,149.0312,147.8237
2025-10-24,153.0635,152.2545,152.2581,151.2623,150.7751,149.6567,149.1051,147.9053
